subject,predicate,object
Papad_Cold,MENU_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
u-YuYhr9rAxJzEE2-4JxxTQQ,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
u-e6OZfbZXq4OuPRQlOqO8Ww,WRITE_REVIEW,r-oDUXgNTRb3epM-9sQPU_og
u-VLfK0P4aHwCThv3h7GeQQw,RATE,b-RE4qn28MEiDrM1PbdYVgxA
Food_Delicious,ASPECT_ATTR_FOR,b-hubbaEcYPYEZu5Ziz6i0lw
u-ob7ISe9Gv72YYAoV9Bp5jQ,WRITE_REVIEW,r-zEVwG0bbhocuFwgMIdriDQ
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-vef6MjGdzpVAS8EO9S9ppA
Service_Slow,ASPECT_ATTR_FOR,b-YywWkWX235ZurTWSLqNPog
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_REVIEW,r-S_orf7NJFhfe091wqWrepw
u-TB9ibgXVrq1B7-fajbsu8g,WRITE_REVIEW,r-ifvonUsfvof3Az25bqmfBw
u-V8IlL_SNMqcy8xNdlvx0qw,WRITE_REVIEW,r-B1OuS9VBSinlcM_Xwpt7HA
u-EpHjPLLhKtQPE-m02ZmCTw,RATE,b-35KvoWbA3kEsdckaWqG3OA
Butter_Chicken_Nice,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
Staff,IS,Staff_Friendly
u-F85Fe16McFDJFK0vnLy7Iw,WRITE_REVIEW,r-6xvpWwENZ4Zjf96Bo4jx4A
u-cgQUUQlxBVs42OG647SIsA,WRITE_REVIEW,r-ybe4h0lX2ztViRKlUTjHlw
u-Rm3tscU-ExwqXp3xkN-1Sg,WRITE_REVIEW,r-gKCjkewVNHzGwkuVddzenA
u-k_8StZ7moHRRS1G0jWfHyg,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
Service,IS,Service_Good
u-tDSNWC5WKwx52yq6X26kfw,WRITE_REVIEW,r-k1t1tHwwDmbWRp5auR5Yeg
u-86B_MbIwXck16ioc8c01VQ,WRITE_REVIEW,r-61lEFxiRx3hGzD2TSl8kiQ
Chicken,IS,Chicken_Hard
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_ASPECT,Food
Well,ASPECT_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
Food,IS,Food_Good
Naan_Bread,IS,Naan_Bread_Outstanding
u-qKpkRCPk4ycbllTfFcRbNw,WRITE_REVIEW,r-XKPIVYaTUuMMyzPrPiALpg
Staff,IS,Staff_Friendly
u-ghC_-3uK25V9pcmixuWatw,ORDER,Ice_Cream
u-to5-OuYqS4sxP65VwYHIdw,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
Price,IS,Price_Fantastic
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-y_pPvNEv4xI7VRyWa6_S0g
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Food
u-U5YQX_vMl_xQy8EQDqlNQQ,WRITE_REVIEW,r-lWrkIHsbSrw-OxAee3nuoA
u-jrho07CTircACsnHc4FqnA,RATE,b-kfwpXBsMQLqhUvscWB6b9g
u-QsdgVWYEpCCnzoYhlxxewg,WRITE_REVIEW,r-lb-tmUpljNwAe3lZeVoNbw
u-DrEwO1wF6T0TJSGxPlVI9w,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
u-BFKVpowGGccyIbfIlbOLPQ,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-o09pgK8-0Pd31ImH42OZMQ
u-PuXpIJzTBQejeBZh9hwynQ,VISIT,b-5VOqWjRXUPc7b1A_NSI9mQ
u-S6F_foMgSnYZTDuNbYiXDw,RATE,b-kfwpXBsMQLqhUvscWB6b9g
u-I9mfvSx2uklO9aZF4DMcGA,WRITE_REVIEW,r-OkotuJ9AfqavaQ7FdPXoDA
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-xnoI4UcdW2ShiKimSyudOw
u-683E9kHzYC9fmrRMTE4qBA,WRITE_REVIEW,r--mVq6DYJ_TYShy-40LJvJw
b-GC9Re0tKAnecMww3DB638g,HAS_MENU,Ice_Cream
Food,IS,Food_Hot
Lamb_Pieces,IS,Lamb_Pieces_Tough
u-FQo8HxOxlhMgDQod9NwfHQ,VISIT,b-XNL6PRXaQxyDO2yeBdy11w
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-mFemYWCuoXgGPX33-4dovw
Service,IS,Service_Poor
Lamb_Great,MENU_ATTR_FOR,b-5eDg_Y2N6aU_k7tIxoFXTg
u-ny-CJ25tLDl8_Oi7j-lbxw,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
u-DGXRru3Mj6Sox6qWY2SJuQ,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
Lamb,IS,Lamb_Tender
u-khRG2oMmAOXA7C1U7P1j4w,WRITE_REVIEW,r-eW1FeAhjWpxVzKGKOZXMFg
u-PCFTWXdoljAB8JRJ0jQAEg,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
Food_Tasty,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
u-mQoPN2K6iiBdPjMXrWLf3g,ORDER,Beer
u-6MQECuBxnrT7FXrzFUV6nA,RATE,b-rYziPPEILDXJ_F5uKR--YQ
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Service
b-ZNdV9ytExuxPTXSN8i2xhw,HAS_ASPECT,Food
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_REVIEW,r-vT9Yx0iT6TAMrUOeGwHl4w
b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Staff
u-4S0XJ4N95jRcExsDvXLZJQ,WRITE_REVIEW,r-riGb1WL3kwYV7brKhcwI1Q
Service,IS,Service_Friendly
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-Y07q4c1eFc0b8ho4QE_yqQ
u-et8YTcfYcJBALetRh4Sdpg,ORDER,Spinach
Beef_Karahi,IS,Beef_Karahi_Good
u-InNzVNktf3jI7zUyE05FNQ,HAS,Price
b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-IGXOkkqHJuUw8Y9XNXskMQ
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_MENU,Chutney
u-p7twKFLssuOd5_QMJAmRYw,WRITE_REVIEW,r-dhco-73UiMOZT0oqoG8dbA
b-V_jIfMz9Z7a5mthleRq0_w,HAS_MENU,Naan
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_REVIEW,r-salUZfe7H90ycNzbi77b1g
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_REVIEW,r-lWrkIHsbSrw-OxAee3nuoA
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_REVIEW,r-i-dB0e87Vti4Jbhy1WZn7w
u-1CLaXpJSM0xVxAWSgrzOIg,RATE,b-gsc1j3RZQdScBnULSwaV9A
Fresh,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
u-efK-KZ_2IuqtS1RoiWdy5w,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
u-SS0EYY31LPBnmvrfRxDRJA,WRITE_REVIEW,r-FQSmil2wnUXRV34vCMdvlQ
Food_Delicious,ASPECT_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
u-rVe49jbsZ1UbPy4v7_eXOg,RATE,b-gw0ZS5b5RP3Lzr1BoCbALg
Malai_Kofta,IS,Sweet
u-6ZUqLWRcu1ZuhUyZK1REgA,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_ASPECT,Staff
u-U96FpJ6l1IcM4h8iMwmHgA,RATE,b-LZWXP-D4YPlzsFjVx6b9XA
b-_X0M7EMx475KZSX9wAsmgg,HAS_REVIEW,r-BWK7be3Y1k8TG2EYL2lk4A
b-MgsOZpYSntKSCzNROiWgYQ,HAS_CATEGORY,Party_&_Event_Planning
u-VNVef3kkg0-EbDIcQaPcug,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
Paneer_Dish_Sweet,MENU_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
Choolah_Bowl,IS,Choolah_Bowl_Good
u-xd0mdQP9EIg_JlIIlnQ6Vw,VISIT,b-BxkVct02QHybp54ATZgkUQ
Biryani_Plentiful,MENU_ATTR_FOR,b-yy_FhzQCeLreV21OBccPAg
u-O0evs8847ecEkeFMEuK4PA,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-rlqSOqnC4IDP612W2DlYLw,VISIT,b-CvOxwAhmwwy3sQRKYVAjGg
North_York-Canada,LOCATED_IN,Canada
u-rBdepiLZ9ltXnesSO7FzTg,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
u-bOS8YfYRt7Pa320yMRVNPQ,RATE,b-CB99Ifh4OnBTnuNdRjj_fQ
Food,IS,Food_Tasty
Price_Reasonable,ASPECT_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
u-tbYeDZU4skvfXgMyraMPWw,VISIT,b-35KvoWbA3kEsdckaWqG3OA
u-kic88CxK3ZXwE7gy2yfECA,ORDER,Bread
u-IQ8JZGg2po5YrcYqCBQQrw,ORDER,Biryani
u-t--OTOeVAlQXlMZ36FR_zw,VISIT,b-7xA6iSP0Ndn08tpBFQtUKA
Food_Authentic,ASPECT_ATTR_FOR,b-oVuZtlCFg_zF090Nhtp0Ow
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-PBL_BOP9kHTQjNpiJRB3Zw
Service_Friendly,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
Service,IS,Service_Outstanding
Staff,IS,Staff_Friendly
u-sPxUXz7NOn67yKB7pgzcAQ,WRITE_REVIEW,r-7TEsJdKENPw2MuHGN9-nAg
Chicken_Biryani_Dry,MENU_ATTR_FOR,b-mOsKIonnlHllP9gfbXdgnQ
u-1vWqiWTLNCQNI9qx-GU4oA,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
Bread,IS,Stale
Butter_Chicken,IS,Butter_Chicken_Sweet
u-9UAjDzvFEQpYtI_nRJ15fg,WRITE_REVIEW,r-A_FuPUY0v-BLZVZ5vyW1Kw
u-D7cHJq2uldNtWY7bDfInzw,VISIT,b-DJuQgsoj-qmU0i5iTAa4aA
u-FUTP51yl2oM483ji0fmdVg,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
u-LlADl_EQrXex5nyNAWNZyw,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
b-idrN6XWKErG6nKDsEMNbOQ,HAS_REVIEW,r--gFsdaPSRL6UG7MVz69fRg
Garlic_Naan_Hot,MENU_ATTR_FOR,b-7xA6iSP0Ndn08tpBFQtUKA
u-FMjW4kjLsbtEmb3V_05j-g,VISIT,b-f6T2YaTfGoSyQV-l4jzrjw
u-phHvFBKvh1xD4446LmlcpA,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
u-ktrb5N_Ue8Ffmu_36dhTog,VISIT,b-Dh2Z3WNu6M71LbMNHEeg3w
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Price
u-RTtYDV2WaTJy9Ccl3WxXKw,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
u-m7Wu3LLzq0hHJPB9lS5SUw,ORDER,Lamb_Meatballs
b-De8Z9rLZOmf-icp3gDxCZA,HAS_MENU,Soup
u-owjOkU0v0mchVD-1Ngj4Ig,VISIT,b-BoiAZQB9AHRvazM055GFOw
b-BxkVct02QHybp54ATZgkUQ,LOCATED_IN,Toronto-Canada
b-8grTRpmD9JYRPWayoLxg0w,HAS_REVIEW,r-Tq9cOYNve-uDb5hOY-0Seg
u-8vByLahzAsULpdXqF3wQPA,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
Chicken_Curry,IS,Chicken_Curry_Delectable
b-_PKXarw3GjlbwbXhjdpUMA,HAS_REVIEW,r-a337pjKA30UOdswdgBrw5Q
u-ZzYg2hA4SdhrBWyVs-yPCw,ORDER,Fried_Rice
Service,IS,Service_Excellent
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Vindaloo
u-FJ2yu9Pf5LIYcncoRKyzFQ,RATE,b-XNL6PRXaQxyDO2yeBdy11w
u-X12ACTgVYCp9nkLVeq-59g,RATE,b-qcqDjeirxvdgW5kQVkEwSA
u-Fjk3fN9-X5Hd1n5-pwoO0w,WRITE_REVIEW,r-oXF25LCIUv8sJnwrsJyKsg
Food_Good,ASPECT_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Vegetable_Samosa
u-kR1er75QP_E4xBBFlrbAYA,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
b-sUGlSS0AF2xPYFEjvKJbSA,HAS_ASPECT,Food
u-hgw7i8neWKMaLQDrcf4N9Q,WRITE_REVIEW,r-5TTQtRW9UyrQT7ZDnXaWrg
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-Yj5M2OdVhL70ehL5uduxAg
u-_1SKSmLqpHBqWh09DxQMfw,VISIT,b-De8Z9rLZOmf-icp3gDxCZA
Food,IS,Food_Good
Food,IS,Food_Good
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-r_6eIbI3dbkYmHd7b0GuZQ
Food_Amazing,ASPECT_ATTR_FOR,b-jb0-JZMt-6Khsh-VwsDtLQ
b-eRZuxjnaMviiVyvhejwTBQ,HAS_ASPECT,Service
Service,IS,Service_Fast
b-h3_Jnt_y0VPaC5x5kCWY0w,HAS_ASPECT,Service
u-Igme2ZlmTqQeNoVPFhXJFQ,WRITE_REVIEW,r-lBQNq0LvVOidgpJYzHDMbQ
u-uQ8n0xWLk-heB9D4NmqQgA,ORDER,Falooda_Ice_Cream
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_ASPECT,Food
u-QS3ACVzbEzHBx1mJSrRvjg,VISIT,b-S4qUsi44l5D9BbUCkhwQEA
u-7qSOf2kaMWEhS544oIFR4w,ORDER,Jamaica_Rotis
b-RE4qn28MEiDrM1PbdYVgxA,HAS_REVIEW,r-DOlHFB-6fduGTbqtOeIkJQ
u-whqfWVBj4x5EDboIVDOymQ,VISIT,b-rYziPPEILDXJ_F5uKR--YQ
b-or1daHtUK9b7sqFRPf62GQ,HAS_MENU,Chicken_Dosa
b-k9PfKE7KfztoMpOSx25UpA,HAS_REVIEW,r-Na3HmkFL2t8PL0AL5CA_4A
Customer_Service,IS,Customer_Service_Odd
u-TaEul2hAAP3VhkcDFpdZ5A,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-2AfDb1lm5mhGORxaKucR-g
Potato,IS,Potato_Nice
Chick_Tikka_Masala,IS,Chick_Tikka_Masala_Decent
u-wk0WEfRf8y0SK4JWcC-S9w,WRITE_REVIEW,r-asip9XrtmHDwb8tj63u4cw
Food_Decent,ASPECT_ATTR_FOR,b-DKqhCd3Vwl3CEo8vUHhLYg
Food,IS,Food_Ready
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_MENU,Lamb_Buns
u-bA5XwwhTGTTAxmT-mufelQ,RATE,b-xA6L2w_TlbxHubb1xeBE8w
u-ZkVCUJM8pEE7TQ1tVU-3Bg,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
u-jN2JEPuQxLJSNYBqqRRduA,WRITE_REVIEW,r-nOLSYTNGBOhKQGQ30dNa-Q
u-z42tHgfcWXNA60x0Japutg,VISIT,b-qcqDjeirxvdgW5kQVkEwSA
Service,IS,Service_Great
u-nie-JYFTdUp04tlH527SDQ,RATE,b-3wJ4kJsJhayyfJ30HsS04g
u-85EI4HGFJURnRUWQtqs2zw,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
u-9W01kWLg2ci7IONKA6nKGg,RATE,b-GC9Re0tKAnecMww3DB638g
u-VcjUX54HwhmLmxNamP8xXA,VISIT,b-jb0-JZMt-6Khsh-VwsDtLQ
Staff,IS,Staff_Friendly
u-7z-MEJWdcb3YfXSxWhWUbg,VISIT,b-W_9ophRRWO924hn1S-y2Hg
b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-nlzSowjTBK3rC71QSmfRPg
Service_Amazing,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-3VOZpmR73f5kwQ7stezsWw
u-UEYpGsvyWDRhxXuwUSvBvQ,ORDER,Rabdi
u-K5BJUOt1cQBv5c_n19l_lQ,RATE,b-BoiAZQB9AHRvazM055GFOw
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_ASPECT,Staff
u-tG24pgYOAyEONNhgmhVO-Q,WRITE_REVIEW,r-gjakWdhFrdInU2VdM9KgMw
u-PLpm8j6lmu1tMhTR24O_pg,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
u-YgYlEhHXIa1O5NAy6SNS_g,RATE,b-CB99Ifh4OnBTnuNdRjj_fQ
u-9aWvlYoTKBYKEqjRYjuZIQ,ORDER,Chilli_Chicken
u-KKmLdQFyDmuvW2JY_5_kfg,VISIT,b-0zTLMQOZhiCp9GFtegiFsw
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Food
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Decor
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-7xp9IujF2pqKlCvozPHbSw
u-Xxvz5g67eaCr3emnkY5M6w,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_MENU,Biryani
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-ZQXbDEMkaWc9MpyKfiRV7Q
u-_4YSlCbm-WHGbmut-FCeuw,WRITE_REVIEW,r-fDVbDzskhWmpYymdDzdJAQ
u-5P_1M3JGhe0VnmbMWcJLPA,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
b-jb0-JZMt-6Khsh-VwsDtLQ,HAS_REVIEW,r-iV2pikztNJhU7mpsD2XwIw
b-p-J9iJgeHmPGk2jFAM0WnA,HAS,Dosa Buffet
Food_Hot,ASPECT_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
Price,IS,Price_Worth
Sauce_Delicious,MENU_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Food
b-h-psPOmlY0mCOflb3S3rdQ,HAS_ASPECT,Food
Food,IS,Food_Lukewarm
u-cYg4uN2iw-2TSUNluYZ2gQ,WRITE_REVIEW,r-ASuWPbnU4Z6dkiEnXqsyYg
Naan,IS,Naan_Shabby
u-VsZL9I6sUi3Ll7rd9rn_7g,ORDER,Eggplant
Food,IS,Food_Great
b-j9YFHVQqxM_qKHIc4nck-A,HAS_REVIEW,r-CF5IKvyF1D2nOmqWS0bFMw
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r--0AJcCouAMGk2oz4GtAjaA
b-scM6rLQqoz5dEIgwz_JFsg,HAS_REVIEW,r-csPmOCum83zGAi4FGlJerw
Food_Delicious,ASPECT_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_MENU,Naan
u-Rc_53_nG895CxygTRRuDmw,ORDER,Biryani
b-3wJ4kJsJhayyfJ30HsS04g,HAS_REVIEW,r-KhpT8kM4_fgy9OGfiNrhrA
u-JwHGAta7sEXXeyBnhqjvBQ,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
b-0zTLMQOZhiCp9GFtegiFsw,HAS_MENU,Mango_Lassis
u-cfnq8BufKtd0YYCuCXzwKw,WRITE_REVIEW,r-im0iOHwJ-FRaVtYhWB6Y8Q
u-QyKtK6hFfanlucU4xEv0WA,RATE,b-DeI4KqEeWy0cTdh7Wy5_RA
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_MENU,Onion_Bhajis
u-RRhco4irDXPk5EJmvuwr2w,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
Greasy,MENU_ATTR_FOR,b-XvuUYiJYAAiNC4AmdbBZ8g
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_REVIEW,r-4bVMxd0CtsBjJKPTbWI5PQ
u-kcvmNHcairyP4Uwq5ULhdA,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-XbS_3mHVvzlOJJWAGtx1tQ,WRITE_REVIEW,r-RSj2VcPWYTJ33joJ-9TPFw
Service,IS,Service_Good
b-LwXo16VrGPhhOWc_Wj7ifw,HAS_MENU,Garlic_Naan
Chicken,IS,Chicken_Tough
u-1VEn9mGPSv2pqvSxBb5Y_Q,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
Biryani_Chicken_Good,MENU_ATTR_FOR,b-TAnzFr9NixvCbvUdJMWL5Q
u-WteVnkVed1Czr6qe5YmXLg,RATE,b-0Hy2VE9tqTo4QbovMz3xrQ
u-DNlzbI54zCOa4to-vTWBJQ,WRITE_REVIEW,r-E3KmAmcDhDciZHm83NeE7A
Charlotte-United_States,LOCATED_IN,United_States
Butter_Chicken_Good,MENU_ATTR_FOR,b-COfzp0tze_F8N13zn40zzg
u-HAv4iHgSyMS4HKwl5hb98w,WRITE_REVIEW,r-4rCuom4NIj8UHH4a1rpdEw
Chicken_Soft,MENU_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
u-ZuWAof5l6yKeft-F1QCWSQ,RATE,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-w_INs1TnmWewZ_MIp2fUow,RATE,b-35KvoWbA3kEsdckaWqG3OA
u-OXLbpZSZiOLPry6rsA2YVQ,VISIT,b-h3_Jnt_y0VPaC5x5kCWY0w
u-jbGyX_1V9ltMMM9uDr2Cyg,RATE,b-qhKNZTtTT6GLnPzQny-v9Q
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-Otlu26h-np13m9hz3Gvn2g
u-ubzSgqrV7dyLEQoHIocHXA,ORDER,Sauce
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-WVBsawXezF8NNftG6A2sIQ
b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Tandoori_Wings
u-WzUVi46q31TaezUCGNYbVw,RATE,b-j9YFHVQqxM_qKHIc4nck-A
Staff,IS,Staff_Friendly
Service_Spectacular,ASPECT_ATTR_FOR,b-0cf-w9PK5gLkBkitL3bdqw
b-c4qE3ygdEQUD9dZjganavA,HAS_CATEGORY,Lounges
u-Qa8-Ln3MRfYMzJRhp9_xVA,RATE,b-xA6L2w_TlbxHubb1xeBE8w
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_ASPECT,Food
u-yBETnEBz6gPN84S0PMxPzw,VISIT,b-GC9Re0tKAnecMww3DB638g
u-if3b1CBDBDJYnGo_hXtHDg,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_ASPECT,Price
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r--WMeLit5AuoB91EVGPYHPw
u-45stHCps45t-AiIYo7kojg,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
u-2puNEs4P-Scvsqvgi1HLyg,RATE,b-YywWkWX235ZurTWSLqNPog
b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-XLQrAr2uT5fIhgjiEGTBYg
b-LwXo16VrGPhhOWc_Wj7ifw,IS,Happy
Service,IS,Service_Excellent
u-E-qWKpLzphkP5Aty7prDiQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
u-7P2IdshiNUpQq4FBvuO3pg,WRITE_REVIEW,r-JnSAyORgLYj1XosaiC9xUw
Price,IS,Price_Right
u-_BDrQY74qa1bEoWnjSjrLQ,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
u-yMODenxFTfmib9uYz_3Vqw,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
Food,IS,Food_Fresh
Rice_Soft,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
u-_0imCCE2cmQ2aiD6nudNdQ,ORDER,Chicken_Wrap
b-j9YFHVQqxM_qKHIc4nck-A,HAS_ASPECT,Service
u-PPwSn3eYtbX7DnjmNDqjlg,WRITE_REVIEW,r-VRdosIEwymTDiACiE2kBcg
Service_Friendly,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
u-DStRnaP_nZbGBEOCNddRDQ,RATE,b--p-CuUMzN0HQz9OCQ8SZOA
Dosa_Good,MENU_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
u-qZVJpugrno01UDbz_b4jcQ,RATE,b-h-psPOmlY0mCOflb3S3rdQ
Food,IS,Food_Excellent
u-T7GTNBBpQ6d8GBWv_HM-ZQ,RATE,b-idrN6XWKErG6nKDsEMNbOQ
b-COfzp0tze_F8N13zn40zzg,HAS_REVIEW,r-WtIO7NPLFq3ULWsRbqBoeQ
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Bombay_Chutney
Butter_Chicken,IS,Butter_Chicken_Tasty
u-5fqHDnZYDODFOitqFzf0Ag,VISIT,b-BxkVct02QHybp54ATZgkUQ
u-P-zcn6bAoY-k00JAli6QGg,RATE,b-oVuZtlCFg_zF090Nhtp0Ow
b-W_9ophRRWO924hn1S-y2Hg,HAS_MENU,Chicken
u-plOnLo8TTsLSs9jB8LxGzA,VISIT,b-k9PfKE7KfztoMpOSx25UpA
Garlic_Naan,IS,Garlic_Naan_Fresh
Vegetable_Pakora_Delicious,MENU_ATTR_FOR,b-xA6L2w_TlbxHubb1xeBE8w
Service_Friendly,ASPECT_ATTR_FOR,b-Pzs43Fkub-6A9hA1zqpF_w
Service_Great,ASPECT_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
u-Eo2CSgKfHbXIa0HfuCnoaQ,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
Service_Pleasant,ASPECT_ATTR_FOR,b-h-psPOmlY0mCOflb3S3rdQ
Food_Great,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
North_Olmsted-United_States,LOCATED_IN,United_States
u-6CbNnrhmjcGLX_FM1vvVrg,WRITE_REVIEW,r-yYs7WnBMoZdYsKOM7DYpXg
Staff_Friendly,ASPECT_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
u-YHcbi08t83vIvP5NctGhHw,RATE,b-BxkVct02QHybp54ATZgkUQ
u-dt9IHwfuZs9D9LOH7gjNew,RATE,b-Ksk5cLav4OtbUtpRGp5b4g
u-UG3JqmYlEWlNEOJqUMENDg,RATE,b-scM6rLQqoz5dEIgwz_JFsg
Phenomenal,MENU_ATTR_FOR,b-5eDg_Y2N6aU_k7tIxoFXTg
u-s0e4dQpJL6WJKQyL_f4onA,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
u-7EvVJOWVSy_ySO_os9-0Zw,WRITE_REVIEW,r-1ksObt52t26sF1Z8dQSEHw
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-Op-bRzpouhZMn0F2zz5CTQ
u-sevuUDFe6hw9Xy5QcyzQFw,RATE,b-qMw7mFHAjgG7qN82aXmeZg
Bread_Crisp,MENU_ATTR_FOR,b-SxuD7iY8QO88PNbSdNmNKg
